;timestamp;4;16;66;67;68;69;70;71;72;73;79;80;82;83;85;86;88
0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;0.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.09;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;0.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5;0.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;0.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;85.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;24.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8;0.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;24.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9;0.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;24.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;85.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;0.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;0.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;0.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;0.26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;0.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;0.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20;0.32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21;0.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;23.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;0.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23;0.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.29;0.0;0.0;0.0;0.0;30.0;0.0;0.0
24;0.37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.29;0.0;0.0;0.0;0.0;30.0;0.0;0.0
25;0.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
26;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.29;0.0;0.0;0.0;0.0;30.0;0.0;0.0
27;0.41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.41;0.0;0.0;0.0;0.0;30.0;0.0;0.0
28;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.41;0.0;0.0;0.0;0.0;30.0;0.0;0.0
29;0.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;23.86;0.0;0.0;0.0;0.0;30.0;0.0;0.0
30;0.44;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
31;0.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
32;0.46;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
33;0.47;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.42;0.0;0.0;0.0;0.0;30.0;0.0;0.0
34;0.5;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
35;0.51;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.43;0.0;0.0;0.0;0.0;30.0;0.0;0.0
36;0.52;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.42;0.0;0.0;0.0;0.0;30.0;0.0;0.0
37;0.53;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;23.86;0.0;0.0;0.0;0.0;30.0;0.0;0.0
38;0.54;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.42;0.0;0.0;0.0;0.0;30.0;0.0;0.0
39;0.55;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.29;0.0;0.0;0.0;0.0;30.0;0.0;0.0
40;0.56;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
41;0.57;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.66;0.0;0.0;0.0;0.0;30.0;0.0;0.0
42;0.58;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;23.86;0.0;0.0;0.0;0.0;30.0;0.0;0.0
43;0.59;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.67;0.0;0.0;0.0;0.0;30.0;0.0;0.0
44;0.7;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.55;0.0;0.0;0.0;0.0;30.0;0.0;0.0
45;0.8;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.47;0.0;0.0;0.0;0.0;30.0;0.0;0.0
46;1.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.3;0.0;0.0;0.0;0.0;30.0;0.0;0.0
47;1.1;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.3;0.0;0.0;0.0;0.0;30.0;0.0;0.0
48;1.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.65;0.0;0.0;0.0;0.0;30.0;0.0;0.0
49;1.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.65;0.0;0.0;0.0;0.0;30.0;0.0;0.0
50;1.15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.28;0.0;0.0;0.0;0.0;30.0;0.0;0.0
51;1.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.65;0.0;0.0;0.0;0.0;30.0;0.0;0.0
52;1.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;23.71;0.0;0.0;0.0;0.0;30.0;0.0;0.0
53;1.19;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.65;0.0;0.0;0.0;0.0;30.0;0.0;0.0
54;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.21;0.0;0.0;0.0;0.0;30.0;0.0;0.0
55;1.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.21;0.0;0.0;0.0;0.0;30.0;0.0;0.0
56;1.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.21;0.0;0.0;0.0;0.0;30.0;0.0;0.0
57;1.23;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
58;1.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
59;1.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.2;0.0;0.0;0.0;0.0;30.0;0.0;0.0
60;1.28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;23.94;0.0;0.0;0.0;0.0;30.0;0.0;0.0
61;1.29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.65;0.0;0.0;0.0;0.0;30.0;0.0;0.0
62;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
63;1.31;0.0;1.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
64;1.32;0.0;1.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.65;0.0;0.0;0.0;0.0;30.0;0.0;0.0
65;1.33;0.0;1.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;23.94;0.0;0.0;0.0;0.0;30.0;0.0;0.0
66;1.35;0.0;1.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.46;0.0;0.0;0.0;0.0;30.0;0.0;0.0
67;1.36;0.0;1.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;24.65;0.0;0.0;0.0;0.0;30.0;0.0;0.0
68;1.38;0.0;1.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;23.94;0.0;0.0;0.0;0.0;30.0;0.0;0.0
69;1.4;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;22.2;0.0;0.0;0.0;0.0;30.0;0.0;0.0
70;1.41;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;2.0;85.45;0.0;0.0;0.0;0.0;30.0;0.0;0.0
71;1.42;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0;85.44;0.0;0.0;0.0;0.0;30.0;0.0;0.0
72;1.43;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0;23.84;0.0;0.0;0.0;0.0;30.0;0.0;0.0
73;1.44;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0;23.84;0.0;0.0;0.0;0.0;30.0;0.0;0.0
74;1.45;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0;22.18;0.0;0.0;0.0;0.0;30.0;0.0;0.0
75;1.46;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0;85.44;40.0;0.0;0.0;0.0;30.0;0.0;0.0
76;1.48;0.0;4.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0;23.84;40.0;0.0;0.0;0.0;30.0;0.0;0.0
77;1.49;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0;24.5;40.0;0.0;0.0;0.0;30.0;0.0;0.0
78;1.5;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0;22.18;40.0;0.0;0.0;0.0;30.0;0.0;0.0
79;1.53;0.0;3.0;0.0;0.0;0.0;0.0;0.0;100.0;1.0;23.85;40.0;0.0;0.0;0.0;30.0;0.0;0.0
